hero_x,hero_y,cnt
SASQUATCH/WALTER LAN,�GAMORA,12
DARKHAWK/CHRIS POWEL,BEAST/HENRY &HANK& P,12
DESTROYER III,VOLSTAGG,12
FIREBIRD/BONITA JUAR,SHE-HULK/JENNIFER WA,12
SPIDER-MAN/PETER PAR,BEYONDER,12
WOLVERINE/LOGAN ,MASTERMIND/JASON WYN,12
HAVOK/ALEX SUMMERS ,GAMBIT | MUTANT X-VE,12
BARON BLOOD II/VICTO,RINTRAH,12
"WATSON-PARKER, MARY ","STACY, CAPT. GEORGE",12
"COOPER, DR. VALERIE",ICEMAN/ROBERT BOBBY ,12
ROGUE /,SHAMAN/MICHAEL TWOYO,12
SPIDER-MAN CLONE/BEN,FIRESTAR/ANGELICA JO,12
HECTOR II,PARIS,12
STORM/ORORO MUNROE S,NOVA II/FRANKIE RAYE,12
HULK/DR. ROBERT BRUC,AURORA/JEANNE-MARIE ,12
HULK/DR. ROBERT BRUC,LIVING LIGHTNING/MIG,12
"HUDSON, HEATHER",WARLOCK II/ADAM WARL,12
"FAIRMONT, HANNAH",VOLSTAGG,12
"WALTERS, BILLY","WATSON, ANNA",12
TRITON,IRON MAN/TONY STARK ,12
MOONSTONE II/KARLA S,ANT-MAN/DR. HENRY J.,12
SCARLET WITCH/WANDA ,"DUGAN, TIMOTHY ALOYI",12
DR. DOOM/VICTOR VON ,BLACK WIDOW/NATASHA ,12
WIZARD/BENTLEY WITTM,KLAW/ULYSSES KLAW,12
RAZA LONGKNIFE,GLADIATOR II,12
FIREFIST/RUSTY COLLI,MYSTIQUE/RAVEN DARKH,12
"WISDOM, PETER",THUNDERBIRD II/JAMES,12
"WATSON-PARKER, MARY ",VERMIN/EDWARD WHELAN,12
"HUDSON, HEATHER",�GAMORA,12
SCANNER II,EXODUS/BENNET DUPARI,12
SUNSPOT/ROBERTO DACO,GOSAMYR,12
TYR,BALDER [ASGARDIAN],12
DINAH-SOAR,DOORMAN,12
LIGHTSPEED/JULIE POW,CLOAK/TYRONE JOHNSON,12
MOON KNIGHT/MARC SPE,HUMAN TORCH/JOHNNY S,12
ROGUE /,CALIBAN/,12
SPIDER-MAN III/MARTH,"JAMESON, J. JONAH",12
EXECUTIONER II/SKURG,ANT-MAN/DR. HENRY J.,12
"KNIGHT, MISTY",BANSHEE/SEAN CASSIDY,12
"WISDOM, PETER",LOCKHEED,12
DINAH-SOAR,FLATMAN,12
MOON KNIGHT/MARC SPE,INVISIBLE WOMAN/SUE ,12
HAWK,WRECKER III/DIRK GAR,12
SUNSPOT/ROBERTO DACO,HELA [ASGARDIAN],12
"HUDSON, HEATHER",THANOS,12
WOLFSBANE/RAHNE SINC,"CHENEY, LILA",12
"SUMMERS, NATHAN CHRI",BLOB/FRED J. DUKES,12
WHIZZER II/STANLEY S,AMPHIBIAN/KINGLEY RI,12
BLACK WIDOW/NATASHA ,RED SKULL/JOHANN SCH,12
DIAMONDBACK II/RACHE,MOTHER NIGHT/SUSAN S,12
SCARLET WITCH/WANDA ,YELLOWJACKET III/HEN,12
SPIDER-MAN/PETER PAR,POWER MAN/ERIK JOSTE,12
"ROSS, GEN. THADDEUS ","ARMBRUSTER, COLONEL ",12
HULK/DR. ROBERT BRUC,ULTRON,12
SCARLET WITCH/WANDA ,WONG,12
BLACK WIDOW/NATASHA ,SASQUATCH/WALTER LAN,12
LONGSHOT,POLARIS/LORNA DANE,12
LADY LARK/LINDA LEWI,AMPHIBIAN/KINGLEY RI,12
DOC SAMSON/DR. LEONA,SUB-MARINER/NAMOR MA,12
MR. IMMORTAL,DOORMAN,12
SPIDER-MAN/PETER PAR,FRENCHIE/JEAN-PAUL D,12
MR. FANTASTIC/REED R,DAZZLER II/ALLISON B,12
MR. IMMORTAL,FLATMAN,12
LONGSHOT,CYCLOPS/SCOTT SUMMER,12
BULLDOZER/HENRY CAMP,NIGHTCRAWLER/KURT WA,12
MARVEL GIRL/JEAN GRE,"MARTIN, TERI",12
SPIDER-MAN/PETER PAR,"FORTUNATO, GIACOMO J",12
BRUTE | MUTANT X-VER,GAMBIT | MUTANT X-VE,12
KRAVEN THE HUNTER/SE,"JAMESON, J. JONAH",12
LOKI [ASGARDIAN],SURTUR,12
BLACK WIDOW/NATASHA ,PSYLOCKE/ELISABETH B,12
HOGUN [ASGARDIAN],TYR,12
MEDUSA/MEDUSALITH AM,SPIDER-MAN/PETER PAR,12
WASP/JANET VAN DYNE ,DR. OCTOPUS/OTTO OCT,12
BLACK WIDOW/NATASHA ,POWER MAN/ERIK JOSTE,12
VOLCANA/MARSHA ROSEN,ROGUE /,12
"HODGE, CAMERON","TILBY, TRISH/PATRICI",12
"RICHARDS, FRANKLIN B",GORGON [INHUMAN],12
MADAME MASQUE III,WASP/JANET VAN DYNE ,12
VOLCANA/MARSHA ROSEN,SHE-HULK/JENNIFER WA,12
SABRETOOTH/VICTOR CR,GAMBIT/REMY LEBEAU ,12
"LACOSTE, RAE","ARBOGAST, BAMBI",12
VOLCANA/MARSHA ROSEN,THING/BENJAMIN J. GR,12
DOMINO III/BEATRICE/,PROFESSOR X/CHARLES ,12
SUNDER,COLOSSUS II/PETER RA,12
SUPER SABRE/MARTIN F,PYRO/ALLERDYCE JOHNN,12
MADAME MASQUE/GIULIE,"O'BRIEN, MICHAEL",12
DOC SAMSON/DR. LEONA,WONDER MAN/SIMON WIL,12
"THOMPSON, EUGENE FLA",CHAMELEON/DMITRI SME,12
MR. FANTASTIC/REED R,GAMBIT/REMY LEBEAU ,12
SPIDER-MAN/PETER PAR,"PARKER, BEN",12
HERCULES [GREEK GOD],MARILLA [INHUMAN],12
THING/BENJAMIN J. GR,PILEDRIVER II/BRIAN ,12
DR. DOOM/VICTOR VON ,QUASAR III/WENDELL V,12
"RICHARDS, FRANKLIN B",BLACK BOLT/BLACKANTO,12
MADAME MASQUE/GIULIE,JACK OF HEARTS/JACK ,12
"WATSON, KRISTY","GRANT, GLORIA GLORY",12
HOGUN [ASGARDIAN],ULIK,12
WHITE QUEEN/EMMA FRO,"FROST, ADRIENNE",12
COLOSSUS II/PETER RA,LIZARD/DR. CURTIS CO,12
SUPREME INTELLIGENCE,SILVER SURFER/NORRIN,12
"REYES, DR. CECELIA",BEAST/HENRY &HANK& P,12
"BANNER, BETTY ROSS T",AJAX,12
"MADDICKS, ARTHUR ART",M,12
LOCKJAW [INHUMAN],WASP/JANET VAN DYNE ,12
WOLVERINE/LOGAN ,"DE LA FONTAINE, CONT",12
FORGOTTEN ONE/GILGAM,ANT-MAN/DR. HENRY J.,12
"BANNER, BETTY ROSS T","ARMBRUSTER, COLONEL ",12
"ROBERTSON, AMANDA","CUSHING, KATE",12
RETREAD,"O'CONNELL, TARYN",12
"BANNER, BETTY ROSS T",BEREET,12
DR. DOOM/VICTOR VON ,KARNAK [INHUMAN],12
WHITE QUEEN/EMMA FRO,ICEMAN/ROBERT BOBBY ,12
KRANG [ATLANTEAN],VASHTI,12
STORM/ORORO MUNROE S,LIZARD/DR. CURTIS CO,12
ETERNITY/ADAM QADMON,WARLOCK II/ADAM WARL,12
"CORTEZ, FABIAN","VOGHT, AMELIA",12
FORGE,"FURY, COL. NICHOLAS ",12
HOBGOBLIN V/JASON PH,"URICH, BEN",12
MARVEL GIRL II/VALER,THING/BENJAMIN J. GR,12
COTTONMOUTH II,ASP II/CLEO,12
WOLVERINE/LOGAN ,DR. OCTOPUS/OTTO OCT,12
DESTINY II/IRENE ADL,CYCLOPS/SCOTT SUMMER,12
BISHOP /,"TILBY, TRISH/PATRICI",12
MARVEL GIRL/JEAN GRE,DEATHBIRD [SHI'AR],12
WILD CHILD/KYLE GIBN,PERSUASION/KARA KILL,12
BLOODAXE/JACKIE LUKU,"PARETSKY, DR. GARY",12
LOKI [ASGARDIAN],KINGPIN/WILSON FISK,12
LOKI [ASGARDIAN],"JARVIS, EDWIN ",12
LOKI [ASGARDIAN],"HOBBS, HARRIS",12
"WATSON, KRISTY","MERCADO, JOY",12
HAVOK/ALEX SUMMERS ,THUNDERBIRD II/JAMES,12
DR. DOOM/VICTOR VON ,LIZARD/DR. CURTIS CO,12
LADY LARK/LINDA LEWI,SHAPE,12
MR. FANTASTIC/REED R,CANNONBALL II/SAM GU,12
STORM/ORORO MUNROE S,LIVING LIGHTNING/MIG,12
SUPREME INTELLIGENCE,RONAN THE ACCUSER [K,12
HERCULES [GREEK GOD],"PETROVITCH, IVAN",12
WOLVERINE/LOGAN ,CYBER,12
"WATSON, KRISTY","ROBERTSON, JOE",12
HAWK,DR. DRUID/ANTHONY LU,12
HAWK,DR. OCTOPUS/OTTO OCT,12
WHITE QUEEN/EMMA FRO,NIGHTCRAWLER/KURT WA,12
"RAHN, TAMARA",NAMORITA/NITA PRENTI,12
COLOSSUS II/PETER RA,MASTERMIND/JASON WYN,12
BISHOP /,SHARD,12
HAVOK/ALEX SUMMERS ,THANOS,12
MARVEL GIRL/JEAN GRE,DR. DRUID/ANTHONY LU,12
DARKHAWK/CHRIS POWEL,SILHOUETTE,12
VOLCANA/MARSHA ROSEN,MR. FANTASTIC/REED R,12
"BALLANTINE, KAYLA",KISMET/J'RIDIA STARD,12
SPEEDBALL II/DARRION,NAMORITA/NITA PRENTI,12
WASP/JANET VAN DYNE ,SWORDSMAN/JACQUES DU,12
"MASTERSON, KEVIN","STEELE, BOBBY",12
MACHINE MAN/X-51,HAWK,12
COLOSSUS II/PETER RA,WRECKER III/DIRK GAR,12
"WHITMAN, DEBRA","HOPKINS, STEVE",12
FER DE LANCE/TERESA,ANACONDA/BLANCHE SIT,12
LYJA LAZERFIST [SKRU,HUNTARA/MARY ELIZABE,12
WHIZZER III/JAMES SA,HYDROMAN/MORRIE BENC,12
WASP/JANET VAN DYNE ,"SIKORSKY, RAYMOND",12
RADIUS/JARED CORBO,SASQUATCH II,12
"BALDWIN, MADELYNE MA",FIRESTAR/ANGELICA JO,12
BIG MAN/FREDERICK FO,"STACY, GWEN",12
BEYONDER,HUMAN TORCH/JOHNNY S,12
BUCKY VII/RIKKI BARN,CAPTAIN AMERICA,12
COLOSSUS II/PETER RA,VOLCANA/MARSHA ROSEN,12
MR. FANTASTIC/REED R,PILEDRIVER II/BRIAN ,12
THOR/DR. DONALD BLAK,DR. SPECTRUM/JOSEPH ,12
"BALDWIN, MADELYNE MA",JUSTICE II/VANCE AST,12
WHIZZER/ROBERT L. FR,ANT-MAN/DR. HENRY J.,12
MACHINE MAN/X-51,SUB-MARINER/NAMOR MA,12
SPEEDBALL/ROBBIE BAL,CYCLOPS/SCOTT SUMMER,12
MACHINE MAN/X-51,VISION ,12
MACHINE MAN/X-51,WASP/JANET VAN DYNE ,12
GENII/JASON KIMBALL,HARVEST/CHI LO,12
MAXIMUS [INHUMAN],STALLIOR,12
"HOGAN, VIRGINIA PEPP",HAWK,12
"RUIZ, RIGGER",THUNDERSTRIKE/ERIC K,12
WHIZZER II/STANLEY S,THOR/DR. DONALD BLAK,12
"RICHARDS, FRANKLIN B",KARNAK [INHUMAN],12
"MASTERS, ALICIA REIS",UATU,12
THOR/DR. DONALD BLAK,EGO,12
WHIZZER II/STANLEY S,CAPTAIN AMERICA,12
MR. FANTASTIC/REED R,SHAMAN/MICHAEL TWOYO,12
"RIDER, ROBERT ROBBIE","RIDER, CHARLES",12
MR. FANTASTIC/REED R,SERSI/SYLVIA,12
"BLAKE, BECKY","NELSON, DEBBIE HARRI",12
M,EMPLATE/MARIUS ST. C,12
RADIUS/JARED CORBO,"CLARKE, GENERAL JERE",12
MASTERMIND/JASON WYN,STORM/ORORO MUNROE S,12
MR. FANTASTIC/REED R,"RICHARDS, NATHANIEL",12
MASTERMIND/JASON WYN,MAGNETO/MAGNUS/ERIC ,12
"ROYCE, JENNIE","WING, COLLEEN",12
GHOST RIDER II/JOHNN,STUNT-MASTER/GEORGE ,12
"MASTERS, ALICIA REIS",WONDER MAN/SIMON WIL,12
"LYNNE, MONICA","ADAMS, NICOLE NIKKI",12
WASP/JANET VAN DYNE ,THUNDERSTRIKE/ERIC K,12
MASTERMIND/JASON WYN,HAVOK/ALEX SUMMERS ,12
MR. FANTASTIC/REED R,"ROBERTSON, JOE",12
DR. DOOM/VICTOR VON ,PILEDRIVER II/BRIAN ,12
MACHINE MAN/X-51,CAPTAIN AMERICA,12
THING/BENJAMIN J. GR,SERSI/SYLVIA,12
SUNFIRE/SHIRO YOSHID,ANGEL/WARREN KENNETH,12
FIRESTAR/ANGELICA JO,THUNDERSTRIKE/ERIC K,12
"ROSS, GEN. THADDEUS ","JONES, MARLO CHANDLE",12
MR. FANTASTIC/REED R,LIZARD/DR. CURTIS CO,12
SPEEDBALL/ROBBIE BAL,ICEMAN/ROBERT BOBBY ,12
"RICHARDS, FRANKLIN B",PUPPET MASTER/PHILLI,12
MAD DOG/COLONEL BUZZ,HELLCAT/PATSY WALKER,12
MASQUE,BOOMER/TABITHA SMITH,12
SCHEMER/RICHARD FISK,HOBGOBLIN II/RODERIC,12
WHITE TIGER/HECTOR A,"D'ANGELO, LIEUTENANT",12
HERCULES [GREEK GOD],JUSTICE II/VANCE AST,12
WASP/JANET VAN DYNE ,LIZARD/DR. CURTIS CO,12
COLOSSUS II/PETER RA,SILVER SURFER/NORRIN,12
BINARY/CAROL DANVERS,QUASAR III/WENDELL V,12
"FERRARI, CONNIE","CARTER, SHARON",12
RAGE/ELVIN DARYL HAL,ANT-MAN/DR. HENRY J.,12
WHITE TIGER II/,THENA,12
BINARY/CAROL DANVERS,SIKORSKY,12
HELLSTORM/DAIMON HEL,SILVER SURFER/NORRIN,12
MARX,BEEFER,12
HOGUN [ASGARDIAN],KURSE/ALGRIM [ASGARD,12
MEANY,MARROW/SARAH ,12
KYLUN/COLIN MCKAY,SHADOWCAT/KATHERINE ,12
LORELEI II/MELODI [A,ENCHANTRESS/AMORA/HE,12
MR. FANTASTIC/REED R,IRON FIST/DANIEL RAN,12
HAWK,"CARPENTER, RACHEL",12
VOLCANA/MARSHA ROSEN,HUMAN TORCH/JOHNNY S,12
MR. FANTASTIC/REED R,"LUMPKIN, WILLIAM WIL",12
SUNDER,STORM/ORORO MUNROE S,12
S'YM,MAGMA/AMARA AQUILLA/,12
BLITZIANA,ANAK,12
"MCGRILL, MARY","ARCHER, ULYSSES SAMS",12
SCORPION/MACDONALD G,"JAMESON, J. JONAH",12
"ROTH, ARNIE",FALCON/SAM WILSON,12
"MCKEEVER, TINY","PARKER, MAY",12
MASTER MAN/WILHELM L,WARRIOR WOMAN/JULIA ,12
MR. FANTASTIC/REED R,MARVEL GIRL II/VALER,12
MASTER MAN/WILHELM L,CAPTAIN AMERICA,12
"LUBENSKI, NATE","PALERMO, VICTOR",12
"LUBENSKI, NATE","PALERMO, HARRIET ROS",12
MEPHISTO,CAPTAIN AMERICA,12
SPIDER-MAN/PETER PAR,"CAESAR, JONATHAN",12
SASQUATCH II,PUCK/EUGENE MILTON J,12
MAGMA/AMARA AQUILLA/,TAROT/MARIE-ANGE COL,12
MAGMA/AMARA AQUILLA/,THUNDERBIRD II/JAMES,12
WOLVERINE/LOGAN ,"JARVIS, EDWIN ",12
SCREAMING MIMI/MELIS,VISION ,12
VOLSTAGG,ULIK,12
RED SKULL/JOHANN SCH,"JARVIS, EDWIN ",12
BEAST/HENRY &HANK& P,NIGHTHAWK II/KYLE RI,12
"MORGAN, JERROLD JERR","NAGAN, DR. ARTHUR",12
BEAST/HENRY &HANK& P,"MARTIN, TERI",12
FORGOTTEN ONE/GILGAM,REJECT/RAN-SAK [DEVI,12
"MORGAN, JERROLD JERR",CHONDU,12
WOLVERINE/LOGAN ,KA-ZAR/KEVIN PLUNDER,12
"ROBERTSON, RANDY","CUSHING, KATE",12
HELA [ASGARDIAN],MIRAGE II/DANIELLE M,12
RED SKULL/JOHANN SCH,CAPTAIN BRITAIN/BRIA,12
DR. DOOM/VICTOR VON ,ENCHANTRESS/AMORA/HE,12
QUICKSILVER/PIETRO M,"URSULA, LADY",12
THOR/DR. DONALD BLAK,"HOBBS, HARRIS",12
LIZARD/DR. CURTIS CO,GALACTUS/GALAN,12
FLATMAN,DOORMAN,12
THING/BENJAMIN J. GR,LIZARD/DR. CURTIS CO,12
LIZARD/DR. CURTIS CO,CYCLOPS/SCOTT SUMMER,12
RED SKULL/JOHANN SCH,"ZOLA, ARNIM",12
MS. MARVEL II/SHARON,THOR/DR. DONALD BLAK,12
"BANNON, LANCE","URICH, BEN",12
DR. DOOM/VICTOR VON ,ULTRON,12
LIZARD/DR. CURTIS CO,ABSORBING MAN/CARL C,12
BEAST/HENRY &HANK& P,PHOENIX II,12
RED SKULL/JOHANN SCH,REDWING,12
HOBGOBLIN II/RODERIC,"JAMESON, J. JONAH",12
"RORY, RICHARD",SHE-HULK/JENNIFER WA,12
MAGMA/AMARA AQUILLA/,PHOENIX III/RACHEL S,12
WOLFSBANE/RAHNE SINC,PHOENIX III/RACHEL S,12
BONEBREAKER/,PRETTY BOY,12
BLACK CAT/FELICIA HA,"URICH, BEN",12
VOLSTAGG,TANA NILE,12
SUNFIRE/SHIRO YOSHID,POLARIS/LORNA DANE,12
SANDMAN/WILLIAM BAKE,HULK/DR. ROBERT BRUC,12
MAGNETO/MAGNUS/ERIC ,LIZARD/DR. CURTIS CO,12
DAREDEVIL/MATT MURDO,STILT-MAN/WILBUR DAY,12
BLACK PANTHER/T'CHAL,UATU,12
MAGNETO/MAGNUS/ERIC ,"HALLER, GABRIELLE",12
SASQUATCH/WALTER LAN,DR. DRUID/ANTHONY LU,12
LIVING LIGHTNING/MIG,NOVA/RICHARD RIDER,12
BEAST/HENRY &HANK& P,DEATHBIRD [SHI'AR],12
COLOSSUS II/PETER RA,APOCALYPSE/EN SABAH ,12
"MOREAU, PHILLIP",PIPELINE/CORMICK GRI,12
MAGNETO/MAGNUS/ERIC ,LOCKHEED,12
MIRAGE II/DANIELLE M,GOSAMYR,12
MIRAGE II/DANIELLE M,PHOENIX III/RACHEL S,12
"HUDSON, HEATHER",DR. STRANGE/STEPHEN ,12
"HUDSON, HEATHER",DRAX/ARTHUR DOUGLAS,12
DESTINY II/IRENE ADL,SPIRAL,12
LIVING LIGHTNING/MIG,INVISIBLE WOMAN/SUE ,12
HEIMDALL [ASGARDIAN],ULIK,12
MIRAGE II/DANIELLE M,TAROT/MARIE-ANGE COL,12
LIVING LIGHTNING/MIG,HUMAN TORCH/JOHNNY S,12
THUNDERSTRIKE/ERIC K,ICEMAN/ROBERT BOBBY ,12
WHIPLASH/MARK SCARLO,IRON MAN IV/JAMES R.,12
WARLOCK II/ADAM WARL,INVISIBLE WOMAN/SUE ,12
DR. DOOM/VICTOR VON ,DR. OCTOPUS/OTTO OCT,12
HULK/DR. ROBERT BRUC,PIP/PRINCE GOFERN,12
QUICKSILVER/PIETRO M,STARFOX/EROS,12
LIVING LIGHTNING/MIG,STRONG GUY/GUIDO CAR,12
"ROBERTSON, RANDY","OSBORN, LIZ ALLAN",12
MANTIS/? BRANDT,"JARVIS, EDWIN ",12
THOR/DR. DONALD BLAK,HYPERION,12
BEAST/HENRY &HANK& P,"GREY, DR. JOHN",12
BOOMER/TABITHA SMITH,MYSTIQUE/RAVEN DARKH,12
COUNTERWEIGHT/JACK P,CLOAK/TYRONE JOHNSON,12
BANSHEE/SEAN CASSIDY,DAYTRIPPER/AMANDA SE,12
"ERWIN, CLYTEMNESTRA","CABE, BETHANY",12
MAGNETO/MAGNUS/ERIC ,DR. OCTOPUS/OTTO OCT,12
MAGNETO/MAGNUS/ERIC ,GALACTUS/GALAN,12
DR. DOOM/VICTOR VON ,WRECKER III/DIRK GAR,12
"TOWER, BLAKE","NELSON, FRANKLIN FOG",12
RED WOLF III/WILL TA,LOBO,12
QUICKSILVER/PIETRO M,"VERMIN, LADY",12
"WATSON-PARKER, MARY ","CAESAR, JONATHAN",12
"MERCADO, JOY",ARRANGER/,12
"MARTIN, TERI",PROFESSOR X/CHARLES ,12
"MARTIN, TERI",ICEMAN/ROBERT BOBBY ,12
"MARTIN, TERI",CYCLOPS/SCOTT SUMMER,12
REJECT/RAN-SAK [DEVI,KINGO SUNEN [ETERNAL,12
"COUNT NEFARIA, LUCHI",CAPTAIN AMERICA,12
"ROSEN, WALTER",NOVA/RICHARD RIDER,12
HAWK,GRAVITON/FRANK HALL,12
COLOSSUS II/PETER RA,GUARDIAN/JAMES MACDO,12
FAMINE/AUTUMN ROLFSO,APOCALYPSE/EN SABAH ,12
MESMERO,CYCLOPS/SCOTT SUMMER,12
WOLVERINE/LOGAN ,"FORRESTER, CAPT. ALE",12
"KORVAC, MICHAEL",THOR/DR. DONALD BLAK,12
BLACK TOM CASSIDY,SIRYN/THERESA ROURKE,12
"BROWN, LAURA","SITWELL, JASPER",12
MARVEL GIRL II/VALER,INVISIBLE WOMAN/SUE ,12
MARVEL GIRL II/VALER,HUMAN TORCH/JOHNNY S,12
MEPHISTO,DAREDEVIL/MATT MURDO,12
WOLVERINE/LOGAN ,EENY,12
DARK BEAST/HENRY MCC,HAVOK/ALEX SUMMERS ,12
HULK/DR. ROBERT BRUC,"STARR, TRIXIE TRISH",12
SYNCH/EVERETT THOMAS,"FROST, ADRIENNE",12
MR. SINISTER/NATHAN ,ANGEL/WARREN KENNETH,12
BEEFER,HUNCH,12
BEDLAM/JESSE AARONSO,SIRYN/THERESA ROURKE,12
"ROSENTHAL, BERNIE",CITIZEN V II/HELMUT ,12
"FIELSTEIN, FIREWORKS","JACKSON, ANDREW JOCK",12
"ROBERTSON, JOE",ELECTRO/MAX DILLON,12
MAGDALENE/MARISSA DA,CRYSTAL [INHUMAN],12
WARRIOR WOMAN/JULIA ,SUB-MARINER/NAMOR MA,12
HOBGOBLIN V/JASON PH,MYSTERIO/QUENTIN BEC,12
HERCULES [GREEK GOD],"STEELE, MARCY MASTER",12
MEPHISTO,SIF,12
DOC SAMSON/DR. LEONA,"JONES, MARLO CHANDLE",12
SPIDER-MAN/PETER PAR,DR. OCTOPUS II/CAROL,12
"LOBO, EDUARDO",ARRANGER/,12
"BROWN, ABE","BYRD, NATHANIEL ALEX",12
REDEEMER/CRAIG SAUND,"QUARTERMAIN, CLAY",12
COLOSSUS II/PETER RA,DR. OCTOPUS/OTTO OCT,12
DR. DOOM/VICTOR VON ,THUNDERBALL/DR. ELIO,12
SPIDER-MAN/PETER PAR,TARANTULA/ANTON MIGU,12
"COOPER, ROGER CAPS","JAYE-FIRESTONE, GING",12
"BURLEY, MIKE",NOVA/RICHARD RIDER,12
MARROW/SARAH ,EENY,12
WHIRLWIND/DAVID CANN,IRON MAN/TONY STARK ,12
LIZARD/DR. CURTIS CO,PROFESSOR X/CHARLES ,12
SUNSPOT/ROBERTO DACO,VANISHER,12
DR. DOOM/VICTOR VON ,"FURY, COL. NICHOLAS ",12
WARLOCK II/ADAM WARL,WONDER MAN/SIMON WIL,12
LIZARD/DR. CURTIS CO,"OSBORN, HARRY",12
MARRINA/MARRINA SMAL,SHE-HULK/JENNIFER WA,12
REDWING,"DE LA FONTAINE, CONT",12
REDWING,"DUGAN, TIMOTHY ALOYI",12
MARROW/SARAH ,POLARIS/LORNA DANE,12
BEAST/HENRY &HANK& P,THUNDERBIRD II/JAMES,12
CONSTRICTOR/FRANK PA,CAPTAIN AMERICA,12
WARLOCK III,PROFESSOR X/CHARLES ,12
HOBGOBLIN V/JASON PH,ELECTRO/MAX DILLON,12
STORM/ORORO MUNROE S,DR. DRUID/ANTHONY LU,12
"KORVAC, MICHAEL",IRON MAN/TONY STARK ,12
BLACK BOLT/BLACKANTO,TIMBERIUS,12
WARLOCK III,NIGHTCRAWLER/KURT WA,12
HOBGOBLIN V/JASON PH,DR. OCTOPUS/OTTO OCT,12
STORM/ORORO MUNROE S,DR. OCTOPUS/OTTO OCT,12
"SZARDOS, MARGALI",NIGHTCRAWLER/KURT WA,12
THUNDERSTRIKE/ERIC K,ANGEL/WARREN KENNETH,12
MOTHER SUPERIOR,CAPTAIN AMERICA,12
COLOSSUS II/PETER RA,ENCHANTRESS/AMORA/HE,12
"SUMMERS, NATHAN CHRI",OZYMANDIAS,12
SPEEDBALL/ROBBIE BAL,USAGENT/CAPTAIN JOHN,12
COLOSSUS II/PETER RA,DRAX/ARTHUR DOUGLAS,12
WARLOCK III,GOSAMYR,12
BOLT II/CHRIS BRADLE,NAMORITA/NITA PRENTI,12
"ERWIN, MORLEY","STANE, OBADIAH",12
MOONDRAGON/HEATHER D,SHAMAN/MICHAEL TWOYO,12
"STACY, GWEN",KINGPIN/WILSON FISK,12
WRECKER III/DIRK GAR,CYCLOPS/SCOTT SUMMER,12
NAMORITA/NITA PRENTI,DAREDEVIL/MATT MURDO,12
POWER MAN/ERIK JOSTE,NOMAD III/JACK MONRO,12
WRECKER III/DIRK GAR,DR. OCTOPUS/OTTO OCT,12
DR. DRUID/ANTHONY LU,PSYLOCKE/ELISABETH B,12
HYPERION,CAPTAIN AMERICA,12
IRON MAN/TONY STARK ,VANGUARD/NICOLAI KRY,12
DR. DRUID/ANTHONY LU,QUASAR III/WENDELL V,12
SERSI/SYLVIA,DR. STRANGE/STEPHEN ,12
IRON MAN/TONY STARK ,UNICORN/MYLOS MASARY,12
"OSBORN, HARRY",SHA SHAN,12
JUGGERNAUT/CAIN MARK,SIRYN/THERESA ROURKE,12
ZURAS,KARKAS [DEVIANT],12
"VERMIN, LADY","URSULA, LADY",12
CYCLOPS/SCOTT SUMMER,PLAGUE,12
CARGIL/JOANNA CARGIL,PROFESSOR X/CHARLES ,12
ZURI,"ADAMS, NICOLE NIKKI",12
TIGRA/GREER NELSON,NIGHTCRAWLER/KURT WA,12
CYCLOPS/SCOTT SUMMER,PILEDRIVER II/BRIAN ,12
GALACTUS/GALAN,NOVA/RICHARD RIDER,12
"TANAKA, OPAL",ICEMAN/ROBERT BOBBY ,12
APOCALYPSE/EN SABAH ,PSYLOCKE/ELISABETH B,12
POWER PRINCESS/ZARDA,GOLDEN ARCHER II/WYA,12
ELECTRO/MAX DILLON,MYSTERIO/QUENTIN BEC,12
WRECKER III/DIRK GAR,STORM/ORORO MUNROE S,12
PROFESSOR X/CHARLES ,ENCHANTRESS/AMORA/HE,12
DAREDEVIL/MATT MURDO,NUMBER NINE,12
THUNDERBIRD II/JAMES,POLARIS/LORNA DANE,12
GLADIATOR II,CH'OD,12
"NORRISS, SISTER BARB",ANDROMEDA/ANDROMEDA ,12
WRECKER III/DIRK GAR,IRON MAN IV/JAMES R.,12
CAPTAIN AMERICA,DR. SPECTRUM/JOSEPH ,12
CAPTAIN AMERICA,DYNA-MITE/ROGER AUBR,12
THUNDERBALL/DR. ELIO,SHE-HULK/JENNIFER WA,12
SHANG-CHI,DAGGER/TANDY BOWEN,12
CYCLOPS/SCOTT SUMMER,PYRO/ALLERDYCE JOHNN,12
ATALANTA,"JONES, RICHARD MILHO",12
VERTIGO II,ARCLIGHT/PHILLIPA SO,12
GALACTUS/GALAN,�GAMORA,12
THOR/DR. DONALD BLAK,SETH II,12
PUNISHER II/FRANK CA,ARRANGER/,12
IRON FIST/DANIEL RAN,ANT-MAN II/SCOTT HAR,12
GARGOYLE II/ISAAC CH,VISION ,12
KA-ZAR/KEVIN PLUNDER,ANGEL/WARREN KENNETH,12
ABSORBING MAN/CARL C,CYCLOPS/SCOTT SUMMER,12
ICEMAN/ROBERT BOBBY ,SILVER SURFER/NORRIN,12
CAPTAIN AMERICA,GARGOYLE II/ISAAC CH,12
DAZZLER II/ALLISON B,INVISIBLE WOMAN/SUE ,12
CAPTAIN AMERICA,JACK FLAG/,12
ZURAS,"DAMIAN, MARGO",12
IRON MAN/TONY STARK ,SPYMASTER/JAKE JORDA,12
WONDER MAN/SIMON WIL,"CAGE, LUKE/CARL LUCA",12
